Model_ID,Batch_Size,Feature_length,Offset,D_Model,N_Head,FF_Dim,Num_Layers,Kernel_Size,Model_File,Log_File,Confusion_Matrix_File,Sequence Length,Start Year Dataset,Start Month Dataset,End Year Dataset,End Month Dataset,Test_Accuracy
40166072-7084-4892-9b81-3539b4b1e909,6,14,1,32,2,32,2,3,model_40166072-7084-4892-9b81-3539b4b1e909.pt,training_log_40166072-7084-4892-9b81-3539b4b1e909.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_40166072-7084-4892-9b81-3539b4b1e909.png,30,2019,0,2023,6,0.7819905213270142
96e9c060-2501-47d6-8fc9-199089646f83,6,14,2,16,4,32,2,3,model_96e9c060-2501-47d6-8fc9-199089646f83.pt,training_log_96e9c060-2501-47d6-8fc9-199089646f83.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_96e9c060-2501-47d6-8fc9-199089646f83.png,30,2019,0,2023,6,0.7819905213270142
fcbf8c9e-4aa2-456b-9c56-7db57cbef8ae,8,14,1,16,2,32,3,3,model_fcbf8c9e-4aa2-456b-9c56-7db57cbef8ae.pt,training_log_fcbf8c9e-4aa2-456b-9c56-7db57cbef8ae.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_fcbf8c9e-4aa2-456b-9c56-7db57cbef8ae.png,30,2019,0,2023,6,0.7819905213270142
0e39981a-8aa9-428a-8e25-56171d0325a0,8,14,2,16,2,32,2,1,model_0e39981a-8aa9-428a-8e25-56171d0325a0.pt,training_log_0e39981a-8aa9-428a-8e25-56171d0325a0.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_0e39981a-8aa9-428a-8e25-56171d0325a0.png,30,2019,0,2023,6,0.7772511848341233
20a7395b-a43d-483a-b7e6-58445d969c20,6,14,2,16,4,32,3,3,model_20a7395b-a43d-483a-b7e6-58445d969c20.pt,training_log_20a7395b-a43d-483a-b7e6-58445d969c20.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_20a7395b-a43d-483a-b7e6-58445d969c20.png,30,2019,0,2023,6,0.7772511848341233
030d84b7-db02-4913-817e-0b884e5ae8fc,6,14,1,16,2,16,2,1,model_030d84b7-db02-4913-817e-0b884e5ae8fc.pt,training_log_030d84b7-db02-4913-817e-0b884e5ae8fc.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_030d84b7-db02-4913-817e-0b884e5ae8fc.png,30,2019,0,2023,6,0.7725118483412322
a0be82e8-a7ba-437a-ab0c-22e5e0ed251d,8,14,2,16,4,16,3,1,model_a0be82e8-a7ba-437a-ab0c-22e5e0ed251d.pt,training_log_a0be82e8-a7ba-437a-ab0c-22e5e0ed251d.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_a0be82e8-a7ba-437a-ab0c-22e5e0ed251d.png,30,2019,0,2023,6,0.7725118483412322
254cd89c-7938-4d45-be7a-6a00bfe89245,8,14,1,16,4,16,3,3,model_254cd89c-7938-4d45-be7a-6a00bfe89245.pt,training_log_254cd89c-7938-4d45-be7a-6a00bfe89245.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_254cd89c-7938-4d45-be7a-6a00bfe89245.png,30,2019,0,2023,6,0.7677725118483413
df9415ce-faa9-44cb-a969-1298be16b777,8,14,1,16,2,32,2,1,model_df9415ce-faa9-44cb-a969-1298be16b777.pt,training_log_df9415ce-faa9-44cb-a969-1298be16b777.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_df9415ce-faa9-44cb-a969-1298be16b777.png,30,2019,0,2023,6,0.7677725118483413
8db81880-0c7e-4659-89a3-878d7edc25c0,6,14,2,16,2,16,3,3,model_8db81880-0c7e-4659-89a3-878d7edc25c0.pt,training_log_8db81880-0c7e-4659-89a3-878d7edc25c0.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_8db81880-0c7e-4659-89a3-878d7edc25c0.png,30,2019,0,2023,6,0.7677725118483413
15aadc3a-b64f-4af4-b5e4-2e807e46d8f3,8,14,1,32,2,32,3,1,model_15aadc3a-b64f-4af4-b5e4-2e807e46d8f3.pt,training_log_15aadc3a-b64f-4af4-b5e4-2e807e46d8f3.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_15aadc3a-b64f-4af4-b5e4-2e807e46d8f3.png,30,2019,0,2023,6,0.7677725118483413
001794d8-a3d4-4ff0-bd30-54e643637471,6,14,1,16,2,32,3,1,model_001794d8-a3d4-4ff0-bd30-54e643637471.pt,training_log_001794d8-a3d4-4ff0-bd30-54e643637471.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_001794d8-a3d4-4ff0-bd30-54e643637471.png,30,2019,0,2023,6,0.7630331753554502
df5b0ecb-0ba8-4b74-b05f-6332b7721e02,6,14,2,32,2,32,3,1,model_df5b0ecb-0ba8-4b74-b05f-6332b7721e02.pt,training_log_df5b0ecb-0ba8-4b74-b05f-6332b7721e02.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_df5b0ecb-0ba8-4b74-b05f-6332b7721e02.png,30,2019,0,2023,6,0.7630331753554502
108a9317-0a62-4224-9436-b66ae87e899c,8,14,1,16,2,16,3,1,model_108a9317-0a62-4224-9436-b66ae87e899c.pt,training_log_108a9317-0a62-4224-9436-b66ae87e899c.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_108a9317-0a62-4224-9436-b66ae87e899c.png,30,2019,0,2023,6,0.7535545023696683
ece18f78-ab10-4f14-b045-d5406149fa37,8,14,2,16,4,16,3,3,model_ece18f78-ab10-4f14-b045-d5406149fa37.pt,training_log_ece18f78-ab10-4f14-b045-d5406149fa37.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_ece18f78-ab10-4f14-b045-d5406149fa37.png,30,2019,0,2023,6,0.7488151658767772
fb599653-58c2-473b-b30d-f9db2773506c,6,14,1,16,4,32,3,3,model_fb599653-58c2-473b-b30d-f9db2773506c.pt,training_log_fb599653-58c2-473b-b30d-f9db2773506c.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_fb599653-58c2-473b-b30d-f9db2773506c.png,30,2019,0,2023,6,0.7440758293838863
ea769360-ee13-4ff3-beea-d37ed9be96a7,8,14,2,32,2,32,3,1,model_ea769360-ee13-4ff3-beea-d37ed9be96a7.pt,training_log_ea769360-ee13-4ff3-beea-d37ed9be96a7.txt,/content/drive/MyDrive/StockPrediction/confusionMatrix/confusion_matrix_ea769360-ee13-4ff3-beea-d37ed9be96a7.png,30,2019,0,2023,6,0.7298578199052133
